Chromosome	Start	End	Gene
7	56115471	56128121	PHKG1
15	65145249	65274586	SMAD3
2	49042902	49235138	FSHR
7	56136762	56141685	CHCHD2
2	50000992	51113178	NRXN1
8	71648227	71683158	TRAM1
8	71712045	71743946	LACTB2
4	79916556	80052363	BMP2K
7	57513831	57534142	ZNF716
9	79228369	79453043	GNA14
3	49482569	49548048	DAG1
9	79525020	79836012	GNAQ
16	27706351	27982331	GSG1L
1	39077608	39097927	RRAGC
3	49566926	49683985	BSN
1	39101221	39111637	MYCBP
16	28016817	28130691	XPO6
15	66133622	66267456	PIAS1
1	39102778	39119856	GJA9
1	39124066	39180043	RHBDL2
8	73642524	74012880	KCNB2
7	64001055	64029390	ZNF273
9	81376508	81531478	TLE4
4	81475947	82103918	C4orf22
8	74141809	74198514	C8orf84
1	39322426	39725376	MACF1
2	54195914	54385937	ACYP2
14	70120710	70137137	MED6
22	38770767	39061757	TNRC6B
11	36572646	36637397	C11orf74
2	54335560	54336792	TSPYL6
14	70178257	70211830	TTC9
11	40092329	40272240	LRRC4C
2	54411543	54463835	C2orf73
11	43658719	43834736	HSD17B12
11	43858971	43898389	ALKBH3
9	84787144	84867863	RASEF
14	71501247	72102990	RGS6
1	39729905	39768124	BMP8A
11	44073675	44223555	EXT2
10	50696337	51041337	PARG
1	39799075	39815049	PABPC4
4	83769714	83939034	SCD5
14	72145495	72430562	DPF3
11	44238570	44288195	ALX4
4	83958839	84040715	SEC31A
1	39861691	39877935	HEYL
8	76482732	76641600	HNF4G
1	39897380	39910297	NT5C1A
1	39917249	39929676	HPCAL4
12	48046955	48207474	SPATS2
10	51041413	51057774	TIMM23B
10	51134157	51156333	AGAP7
12	48219207	48238326	KCNH3
9	85641433	85726162	KIF27
15	69176345	69862776	THSD4
12	48238355	48248178	MCRS1
9	85743049	85761721	C9orf64
10	51235233	51260740	NCOA4
9	85772912	85785339	HNRNPK
1	40079295	40121765	TRIT1
10	51262096	51293344	TIMM23
7	68702576	69895776	AUTS2
2	55317235	55349888	MTIF2
8	79740885	79792489	FAM164A
8	79807564	79880313	IL7
9	85785517	85808805	RMI1
7	70235725	70816519	WBSCR17
2	55364659	55365110	NCRNA00117
1	40133685	40140274	MYCL1
2	55368482	55500467	CCDC88A
7	70882412	71549982	CALN1
11	45887797	45896182	PEX16
11	45899772	45907223	GYLTL1B
11	45907447	46099561	PHF21A
4	84676248	84746052	AGPAT9
7	71987872	72059915	POM121
7	72056771	72063222	NSUN5C
9	87351275	87546709	AGTPBP1
4	85809719	86106568	WDFY3
7	72128196	72138245	SPDYE8P
15	70553721	70662877	ARIH1
10	52421124	53728116	PRKG1
4	86106562	86106983	C4orf12
4	87156655	87593320	MAPK10
1	40715474	40734602	ZNF642
1	40747000	40754799	DEM1
3	50375237	50516032	CACNA2D2
10	55232537	57057708	PCDH15
1	40769820	40786423	ZNF684
15	71131928	71384596	NEO1
12	49080917	49160046	LARP4
4	87734909	87955326	PTPN13
15	71522552	71639404	C15orf60
15	71639410	71712806	NPTN
9	88749098	88751924	GAS1
3	50629605	50661723	MAPKAPK3
3	50687676	51396669	DOCK3
8	85604112	85963979	RALYL
8	86206629	86245562	LRRCC1
8	86276871	86314003	E2F5
7	72645460	72676806	MLXIPL
1	41744623	42156965	HIVEP3
10	60606353	60677540	PHYHIPL
2	61146572	61218670	KIAA1841
7	72720110	72724375	VPS37D
1	42391679	42394082	GUCA2B
10	60675902	60792358	FAM13C
1	42400949	42402982	GUCA2A
2	61225770	61245166	C2orf74
7	72734537	72735719	DNAJC30
7	72735834	72750477	WBSCR22
8	87455369	87549292	WWP1
1	42920653	42940600	YBX1
1	42971351	42978512	CLDN19
1	42984633	43005313	LEPRE1
9	91409748	91411283	GADD45G
1	43005527	43013997	C1orf50
2	61986292	62216698	COMMD1
8	87947840	88435220	CNBD1
8	88954128	88955315	WDR21C
10	62299208	62431204	RHOBTB1
8	90839110	90872433	RIPK2
12	50364210	50488564	SCN8A
10	62836407	62883214	TMEM26
12	50499832	50502482	FIGNL2
2	63202041	63669355	C2orf86
14	74968590	75006908	JDP2
14	75058537	75083086	BATF
8	91872954	92040806	NECAB1
4	89866129	90197346	FAM13A
2	63669596	63687832	MDH1
1	43576062	43592722	MPL
9	94012446	94095819	IARS
22	41522476	41583244	ARFGAP3
10	64241763	64246133	EGR2
1	43597213	43601461	CDC20
22	41595721	41741095	PACSIN2
4	90252991	90255073	TIGD2
22	41765589	41815378	TTLL1
1	43601660	43606286	ELOVL1
1	43622176	43628070	MED8
22	41836701	41855661	BIK
4	91019706	91094803	MMRN1
14	75907479	76036961	ESRRB
22	41858156	41869347	MCAT
11	47446522	47531264	CUGBP1
1	43628140	43690891	C1orf84
22	41877479	41889191	TSPO
4	91978659	91979286	TMSL3
4	93444831	94914730	GRID2
11	47543751	47549942	PTPMT1
22	41892572	41913076	TTLL12
11	47550326	47557094	KBTBD4
4	95348217	95431462	SMARCAD1
14	76561498	76563888	C14orf4
14	76634331	76653382	KIAA1737
11	47557208	47562689	NDUFS3
11	47564821	47567322	FAM180B
11	47567792	47572537	C1QTNF4
11	47595444	47620640	MTCH2
4	95898151	96295190	BMPR1B
11	47756246	47826633	NUP160
2	65391492	65512815	SPRED2
4	96308712	96689031	UNC5C
11	47958686	48148969	PTPRJ
4	99401550	99584031	RAP1GDS1
9	94987033	95122675	WNK2
9	95248604	95254812	FAM120AOS
9	95253994	95368218	FAM120A
2	68445826	68478088	PLEK
2	68543011	68547894	FBXO48
2	68548246	68660797	APLF
10	70257300	70325194	STOX1
11	49383103	49393881	TYRL
10	70331040	70376608	DDX50
19	16632938	16660814	TMEM38A
19	16703001	16789756	NWD1
10	70385898	70414285	DDX21
10	70418499	70446740	KIAA1279
8	98950487	99117116	MATN2
8	99123130	99129034	RPL30
11	55250383	55251210	OR5D3P
11	55297490	55298434	OR5D13
11	55319608	55320552	OR5D14
11	55335519	55336454	OR5L1
11	55343676	55344623	OR5D18
11	55351271	55352206	OR5L2
15	76157205	76184306	SH2D7
8	99198716	99239818	POP1
15	76184046	76210933	CIB2
9	96528804	96889261	C9orf3
2	69542036	69724353	AAK1
15	76228774	76249938	IDH3A
8	99273563	99375797	NPAL2
15	76246865	76313913	ACSBG1
8	99536037	99907074	STK3
7	75001345	75206215	HIP1
15	76343551	76361591	DNAJA4
17	27795615	27832154	PSMD11
9	96901158	97119812	FANCC
14	87721008	87863004	KCNK10
15	76362635	76378995	WDR61
7	75236778	75257000	CCL26
16	30753770	30812900	BCL7C
17	27838214	27842383	CDK5R1
9	97245083	97319068	PTCH1
15	76419750	76427622	CRABP1
20	43952512	43960866	CTSA
16	30811875	30822381	CTF1
7	75279050	75280969	CCL24
17	27843741	28228015	MYO1D
16	30842919	30867605	FBXL19
3	53099851	53139509	RFT1
16	30867916	30873757	ORAI3
20	43960806	43974226	PLTP
16	30876116	30903482	SETD1A
17	28364221	29507664	ACCN1
20	43996724	44010064	PCIF1
9	97672387	97678079	C9orf130
9	97677721	97770942	C9orf102
20	44010700	44034240	ZNF335
17	29606409	29608329	CCL2
17	29621354	29623373	CCL7
3	53504116	53821001	CACNA1D
11	56495101	56495997	OR5AK3P
14	88360731	88414087	TTC8
11	56512965	56513894	OR5AK2
10	71482363	71542046	H2AFY2
3	54131733	55083622	CACNA2D3
10	71527985	71562696	AIFM2
15	77041341	77169895	RASGRF1
10	71567739	71576502	TYSND1
10	71579966	71600285	SAR1A
20	44411574	44426471	SLC35C2
3	55692901	56477431	ERC2
22	45537193	45948399	TBC1D22A
15	77511913	77551687	KIAA1024
2	70889290	70901240	CLEC4F
10	71632592	71663196	PPA1
2	70910855	70916460	CD207
2	70981228	71014081	VAX2
20	44428096	44468678	ELMO2
11	56984893	57001005	RTN4RL2
10	71728735	71812388	LRRC20
11	57008586	57039735	SLC43A1
11	57052514	57054808	TIMM10
1	45858304	45862260	CCDC17
11	57066692	57074684	SMTNL1
11	57075705	57103217	UBE2L6
20	44476278	44521322	ZNF663
1	45865563	45924795	GPBP1L1
1	45926434	45932685	TMEM69
9	99303742	99403357	TMOD1
1	45932583	45988909	IPP
10	72027110	72032537	PRF1
1	46041872	46274383	MAST2
2	71268944	71307709	PAIP2B
10	72102565	72192203	ADAMTS14
3	57302817	57361295	DNHD2
2	71357231	71515699	ZNF638
1	46278399	46371053	PIK3R3
3	57429635	57505108	DNAH12L
2	71534268	71767398	DYSF
20	44956916	45250897	EYA2
7	77484310	78920572	MAGI2
3	57716997	57889935	SLMAP
10	72826697	73245708	CDH23
3	57969167	58133018	FLNB
3	58153394	58175438	DNASE1L3
11	57441347	57442278	OR5AZ1P
11	57555001	57555954	OR6Q1
11	57642548	57643492	OR9I1
11	57547929	57705612	OR9Q1
1	46783903	46789786	KNCN
1	46795677	46842497	MKNK1
11	57882174	57883118	OR5B17
12	52618843	52626594	HOXC13
14	91658082	91700296	CPSF2
11	57926514	57927458	OR5B3
11	57946381	57947310	OR5B2
11	57963256	57964200	OR5B12
1	46845974	46855150	MOBKL2C
10	73488799	73518773	SPOCK2
3	58452881	58463119	KCTD6
3	58465906	58497956	ACOX2
10	73526284	73646052	ASCC1
10	73645812	73665622	C10orf104
2	73864824	73897782	C2orf78
2	73909594	73954268	STAMBP
3	58702777	59010755	C3orf67
14	92330403	92376057	GOLGA5
12	52861519	52869024	SMUG1
7	83425601	83662153	SEMA3A
3	59712992	60497735	FHIT
7	84462812	84589183	SEMA3D
2	73973601	74000500	ACTG2
12	52921003	52960153	CBX5
10	73797104	74055905	CBARA1
16	45746815	46052519	ITFG1
12	52960755	52965295	HNRPA1L3
7	86347174	86409332	KIAA1324L
3	62359062	62836094	CADPS
15	81907287	82078495	SH3GL3
2	74296878	74424044	SLC4A5
12	52972167	52975811	NFE2
2	74441790	74472722	DCTN1
11	59695657	59707250	MS4A6A
1	48771114	50262172	AGBL4
1	50080391	50084659	ZNF859P
2	74494964	74498352	C2orf81
2	74502364	74506389	WDR54
2	74506497	74522568	RTKN
3	66376317	66512039	SLC25A26
1	50679523	51198524	FAF1
16	49139742	49226142	NKD1
7	88226689	88804282	ZNF804B
14	93978554	93988875	SERPINA11
7	88261357	88262967	C7orf62
1	51815439	52026729	OSBPL9
14	93998813	94012423	SERPINA9
15	83724875	84093590	AKAP13
14	94023374	94053934	SERPINA12
14	94097536	94105994	SERPINA4
14	94117564	94129200	SERPINA5
12	54316943	54317884	OR10P1
12	54361686	54364659	METTL7B
12	54364640	54387949	ITGA7
15	84103561	84139193	KLHL25
20	48984811	49008499	DPM1
20	49008770	49011227	MOCS3
7	90063878	90677840	PFTK1
20	49053601	49073082	KCNG1
3	71087426	71715830	FOXP1
7	90731719	90736059	FZD1
7	91408128	91577925	AKAP9
14	95740950	95780536	BDKRB2
2	75727417	75751387	MRPL19
10	75427878	75549916	VCL
3	71903497	71916902	PROK2
2	76828353	77603010	LRRTM4
7	91579409	91601946	CYP51A1
20	51022353	51540889	TSHZ2
14	98705377	98807614	BCL11B
14	98933855	99016991	SETD3
2	79265865	80729416	CTNNA2
14	99017492	99047604	CCNK
3	75553413	75566951	FAM86D
2	84504165	84540097	SUCLG1
14	99051268	99140049	CCDC85C
2	84597090	84900224	DNHL1
3	76069335	77779351	ROBO2
20	54367390	54377116	C20orf108
20	54377852	54400800	AURKA
3	78729080	79721751	ROBO1
10	78307361	79068133	KCNMA1
17	34279894	34331541	LASP1
17	34346244	34377181	FBXO47
3	85091449	86200638	CADM2
7	92597304	92615616	SAMD9L
20	54400981	54412989	CSTF1
1	53744494	53972465	GLIS1
7	92655836	92693718	HEPACAM2
20	54420575	54467243	CASS4
1	54005980	54076763	TMEM48
7	92699589	92826273	CCDC132
3	88122536	88125609	HTR1F
1	54089994	54128041	YIPF1
3	88183798	88190836	CGGBP1
16	55321573	55436177	NUP93
16	55456643	55504850	SLC12A3
20	54637765	54647743	TFAP2C
10	80498798	80746282	ZMIZ1
16	55777742	55830441	RSPRY1
16	55836539	55845046	ARL2BP
16	55847511	55876072	PLLP
3	98016311	98950235	EPHA6
19	34994741	35007056	CCNE1
3	99078509	99146500	CRYBG3
2	85919778	85969668	ST3GAL5
7	94827122	94863623	PON3
2	86106962	86186789	POLR1A
7	94872111	94902320	PON2
2	86186849	86222791	PTCD3
7	94953149	95005007	ASB4
2	86224566	86276404	IMMT
1	55304629	55453374	USP24
7	95050753	95063861	PDK4
3	99671111	99672062	OR5K1
3	99699215	99700165	OR5K2
3	99717008	99724600	CLDND1
7	95239802	95565671	DYNC1I1
7	95587469	95789341	SLC25A13
3	99733545	99734684	GPR15
11	62380094	62412928	SLC3A2
2	86584064	86801756	VPS24
1	57233039	58488763	DAB1
7	96584953	96649007	ACN9
7	97199311	97207696	TAC1
11	62432728	62445588	CHRM1
1	58898178	58938335	MYSM1
7	97451933	97457444	OCM2
1	60228655	60312014	C1orf87
1	61103519	61694617	NFIA
10	88506376	88674925	BMPR1A
10	88685576	88707352	MMRN2
10	88708351	88712995	SNCG
11	63205498	63283913	RTN3
17	35885606	35911380	TNS4
10	88718168	88720646	C10orf116
17	35963550	35975250	CCR7
2	88637376	88708209	EIF2AK3
11	63337436	63351727	C11orf84
2	88772291	88831567	RPIA
10	88844933	88941200	FAM35A
1	62692987	62926557	DOCK7
1	62835775	62843768	ANGPTL3
10	89613175	89718511	PTEN
1	63605886	63675464	ALG6
1	63679033	63761453	ITGB3BP
1	63761601	63810951	EFCAB7
20	59983250	60074261	TAF4
10	90405987	90428552	LIPF
20	60130912	60143829	LSM14B
10	90474281	90502523	LIPK
1	64709063	64931329	CACHD1
20	60145186	60151881	PSMA7
1	65071494	65204775	JAK1
17	36846147	36851122	KRT38
2	95621493	95629194	TRIM43
17	36869291	36877164	KRT32
17	36886467	36890918	KRT35
11	63793878	63808740	BAD
17	36895916	36902324	KRT36
1	65503182	65654140	DNAJC6
17	36898973	36915391	KRT13
11	63809907	63813539	GPR137
1	65658902	65670837	LEPROT
11	63815369	63824078	KCNK4
17	36923523	36932191	KRT15
1	65658906	65875410	LEPR
11	63824439	63828814	C11orf20
17	36933396	36938167	KRT19
11	63828023	63845858	PRDX5
11	63829620	63840791	ESRRA
1	66030785	66612850	PDE4B
2	96280041	96295459	TMEM127
2	96295611	96303619	CIAO1
11	63864271	63881581	CCDC88B
2	96303804	96334988	SNRNP200
11	63883201	63896262	RPS6KA4
10	91332726	91395195	PANK1
12	58369393	58461674	SLC16A7
6	34965016	35193232	ANKS1A
6	35180603	35217165	TCP11
2	96735396	96769528	LMAN2L
1	67404757	67498236	IL23R
2	96790366	96841351	CNNM4
1	67545635	67635171	IL12RB2
2	96845718	96864848	CNNM3
1	67646081	67668711	SERBP1
2	96867379	96873485	ANKRD23
2	96877505	96887475	ANKRD39
2	96889201	96899462	SEMA4C
2	96905350	97001446	FAM178B
12	62238960	62348621	DPY19L2
1	68284233	68289902	DIRAS3
1	68336740	68470854	GPR177
1	68667103	68688230	RPE65
10	93798379	94040824	CPEB3
1	68713527	68735353	DEPDC1
10	94040900	94103701	MARCH5
1	69806669	70361755	LRRC7
6	35870738	35873080	CLPS
6	35881048	35899830	LHFPL5
6	35908789	35996942	SRPK1
12	64869270	64928684	IRAK3
12	65029066	65359020	GRIP1
2	98980156	99137812	TSGA10
10	95643720	95652480	TMEM20
2	99124617	99134358	C2orf15
12	66834816	66839790	IFNG
1	71641213	72521005	NEGR1
6	36518522	36566898	KCTD20
12	66881396	66905838	IL26
6	36569647	36623234	STK38
1	74436514	74782696	TNNI3K
6	36670144	36679187	SFRS3
6	36754465	36763086	CDKN1A
1	74710364	74721621	LRRC53
6	36798350	36804556	RAB44
6	36816533	36915756	CPNE5
1	75440404	75849389	SLC44A5
1	75962870	76001771	ACADM
2	99530150	100125469	AFF3
11	65049124	65062758	SCYL1
1	76024474	76033688	RABGGTB
1	76035155	76151511	MSH4
11	65062866	65082275	LTBP3
1	76312992	76872874	ST6GALNAC3
6	37287934	37333909	TMEM217
17	38238949	38249301	PSME3
1	77327254	77457720	PIGK
6	37333521	37408723	TBC1D22B
11	65094519	65095793	SSSCA1
11	65096396	65098245	FAM89B
17	38250135	38256248	AOC2
11	65100085	65116691	EHBP1L1
17	38256727	38263664	AOC3
11	65116903	65120043	KCNK7
17	38306341	38318912	G6PC
12	67531227	67612891	CPM
11	65121802	65138296	MAP3K11
11	65109442	65174965	SIPA1
6	37895285	38230375	ZFAND3
6	38250713	38673848	BTBD9
1	78017897	78116667	FAM73A
1	78126788	78182164	NEXN
11	65236065	65243650	KAT5
6	38792313	39106545	DNAH8
11	65241720	65244985	RNASEH2C
11	65311105	65321259	OVOL1
1	78284177	78375697	GIPC2
6	39264726	39305229	KCNK5
1	79128037	79247245	ELTD1
11	65403860	65407788	CTSW
1	81544439	82232307	LPHN2
11	65407787	65412586	FIBP
20	62266271	62344048	MYT1
20	62357492	62389618	PCMTD2
11	65414451	65415681	CCDC85B
11	65416268	65424573	FOSL1
12	69196897	69317477	PTPRB
20	62392182	62405151	C20orf69
11	65440861	65443107	C11orf68
10	98114356	98263658	TLL2
11	65443304	65445607	DRAP1
11	65469691	65484010	TSGA10IP
1	84107645	84237421	TTLL7
10	98270424	98336799	TM9SF3
11	65485736	65504183	SART1
12	69318129	69600853	PTPRR
10	98343063	98470269	PIK3AP1
12	69805136	70121945	TSPAN8
12	70120080	70264889	LGR5
11	65594400	65768789	PACS1
11	65777735	65801539	RAB1B
11	65781766	65791907	KLC2
6	41622142	41678099	FOXP4
11	65802272	65808259	CNIH2
11	65808627	65813196	YIF1A
1	85891080	85946689	ZNHIT6
1	85967504	86394709	COL24A1
1	86662413	86694826	CLCA2
6	42282517	42293581	MRPS10
1	86706639	86738560	CLCA1
6	42300647	42527767	TRERF1
6	42639778	42769220	UBR2
1	86942853	86986455	SH3GLB1
1	87152919	87407475	HS2ST1
6	42822674	42944274	KIAA0240
6	42955351	42965612	RPL7L1
6	42966199	42966504	C6orf226
12	79126114	79297001	C12orf64
11	66547467	66574905	SYT12
11	66580897	66596059	RHOD
17	40110334	40122673	CCDC43
17	40141502	40185157	DBF4B
11	66644074	66781717	FBXL11
12	79995940	80173713	ACSS3
12	80177487	80672131	PPFIA2
16	70232304	70306205	PHLPPL
19	45194869	45229812	ZNF546
12	81605065	82052194	TMTC2
19	45227212	45253952	ZNF780B
19	45270604	45288685	ZNF780A
16	70320404	70400477	AP1G1
1	89763050	89836011	LRRC8B
1	89871242	89953300	LRRC8C
1	90059192	90174147	LRRC8D
1	91498912	91643014	HFM1
1	91918488	92144147	TGFBR3
1	92187516	92252571	BRDT
16	72969373	72983514	NPIPL2
16	73000032	73012944	CLEC18B
6	43257900	43300303	CUL9
16	73043357	73198518	GLG1
12	89968407	89976262	KERA
12	90021363	90029673	LUM
1	92537193	92626317	RPAP2
6	43301347	43305189	C6orf108
1	92712907	92725021	GFI1
6	43319200	43363975	TTBK1
1	92746841	93030549	EVI5
12	91061030	91063751	BTG1
6	43373976	43381254	SLC22A7
12	91620970	91626196	C12orf74
11	67515151	67528169	UNC93B1
6	43381189	43384513	CRIP3
11	67836684	67973315	LRP5
11	67984775	68139373	SAPS3
11	68208559	68215219	GAL
11	68231484	68275564	MTL5
1	93390018	93418834	TMED5
11	68278666	68365881	CPT1A
1	93418508	93516875	CCDC18
12	94135715	94219075	VEZT
16	76379984	76571504	VAT1L
16	76613944	76623495	CLEC3A
12	94575715	94708667	NTN4
12	94776840	94784364	SNRPF
12	94784958	94860559	CCDC38
16	79567206	79597997	C16orf61
16	79597604	79624220	CENPN
11	69602294	69713281	ANO1
16	79626959	79638452	ATMIN
17	43328515	43361320	SP2
16	79644603	79668373	C16orf46
11	69726917	69731134	FADD
1	94407052	94475895	ARHGAP29
17	43373916	43381673	PNPO
17	43384335	43390109	ATAD4
17	43403428	43414146	CDK5RAP3
12	95407516	95458876	C12orf55
17	43565801	43862599	SKAP1
17	43981232	44006809	HOXB3
17	44007869	44010742	HOXB4
17	44023619	44026127	HOXB5
16	81439761	82387705	CDH13
1	97315890	98159203	DPYD
17	44028098	44037333	HOXB6
17	44039602	44043382	HOXB7
17	44044708	44047300	HOXB8
17	44053527	44058834	HOXB9
12	97653469	98902563	ANKS1B
6	44904447	45453669	SUPT3H
6	45404032	45626796	RUNX2
11	71578250	71584990	FOLR1
11	71605476	71610632	FOLR2
11	71613473	71627797	INPPL1
11	71627772	71632852	PHOX2A
11	71681122	71823216	CLPB
6	46625405	46728482	CYP39A1
6	46728638	46757267	SLC25A27
6	46763825	46780013	TDRD6
11	72073763	72141095	ARAP1
16	84202524	84267311	KIAA0182
16	84268782	84280089	GINS2
16	84298624	84342190	C16orf74
11	72143422	72182398	STARD10
11	72203099	72218326	ATG16L2
11	72225439	72530954	FCHSD2
6	47732182	47770887	GPR111
19	48362248	48382528	PSG5
6	47761559	47797716	GPR115
16	85920445	85974877	FBXO31
6	47857757	47902073	OPN5
19	48388694	48401766	PSG4
19	48449275	48465522	PSG9
11	72794677	72986876	FAM168A
11	73023592	73051510	PLEKHB1
11	73064342	73149849	RAB6A
16	87047226	87128890	ZFPM1
17	45800230	45805561	MRPL27
17	45805589	45813817	EME1
17	45813599	45829831	LRRC59
17	45858518	45907199	ACSF2
6	51588104	52060382	PKHD1
17	45896853	45901226	CHAD
6	52159144	52163395	IL17A
11	73719009	73787150	PGM2L1
6	52643843	52659345	TMEM14A
6	52722898	52736232	GSTA2
11	74137561	74231105	RNF169
11	74229604	74337880	XRRA1
11	74337975	74366427	SPCS2
11	74376827	74396389	NEU3
11	74539809	74594945	SLCO2B1
11	74654130	74740521	ARRB1
6	54819528	54914779	FAM83B
6	56029347	56366851	COL21A1
11	76046219	76059439	LRRC32
11	76092155	76092950	GUCY2E
6	56430744	56927363	DST
11	76978328	76998339	AQP11
11	77004847	77026495	CLNS1A
11	77489636	77528347	ALG8
11	77559951	77577312	KCTD21
11	77577606	77603401	USP35
17	51151989	51164481	TMEM100
17	51183355	51209747	PCTP
11	82843701	85015962	DLG2
6	64403700	64483336	PHF3
6	69401980	70156124	BAI3
11	85243792	85308699	CCDC83
11	85346379	85457787	PICALM
17	53777538	53784562	SUPT4H1
17	53784860	53849893	RNF43
17	53852528	53920758	HSF5
2	132577907	132578161	ZNF72
11	86334370	86344081	FZD4
6	71434200	71628435	SMAP1
11	87666421	87710586	CTSC
6	71623637	71723462	B3GAT2
11	87881006	88438761	GRM5
6	72653127	73169229	RIMS1
11	88550688	88668574	TYRL
6	73975314	74076809	KHDC1
6	74119508	74120674	DPPA5
17	55139811	55273235	TMEM49
11	89574265	89595854	CHORDC1
11	92703531	92811282	CCDC67
11	93034525	93103170	KIAA1731
11	93790123	93866688	MRE11A
11	93866801	93872385	ANKRD49
11	93916775	93922712	FUT4
11	93940162	93994234	PIWIL4
11	94462665	94505463	ENDOD1
11	94545781	94603894	SESN3
17	58440630	58858799	TANC2
19	53466466	53482675	ZNF114
19	53491526	53516997	CCDC114
19	53520454	53525622	EMP3
19	53527425	53559009	TMEM143
19	54095119	54118340	NUCB1
19	54128751	54140038	DHDH
19	54149929	54156864	BAX
6	76062346	76260216	FILIP1
19	54160378	54161947	FTL
6	76368320	76484717	SENP6
19	54163195	54188361	GYS1
19	54188968	54210994	RUVBL2
6	80873083	81112706	BCKDHB
6	84619704	84623953	C6orf59
6	84626089	84726863	CYB5R4
17	61062121	61618435	CCDC46
6	87703975	87783120	HTR1E
6	89376708	89730067	RNGTT
6	90131436	90178714	RRAGD
6	90199616	90400123	ANKRD6
6	90398666	90405195	LYRM2
6	90409952	90586163	MDN1
6	90692969	91063182	BACH2
6	94007864	94185993	EPHA7
19	56138373	56148156	KLK5
6	97479217	97695351	KLHL32
17	68153684	68600427	SLC39A11
19	56153700	56164741	KLK6
19	56171541	56179106	KLK7
19	56191076	56196770	KLK8
19	56195618	56204649	KLK9
19	56207813	56215243	KLK10
19	56217301	56223102	KLK11
19	56224160	56229960	KLK12
19	60336008	60352385	TNNT1
19	60354950	60360912	TNNI3
19	60361843	60369831	C19orf51
19	60376281	60383532	SYT5
19	60384428	60412654	PTPRH
19	60429928	60432444	TMEM86B
19	60432960	60462175	SAPS1
17	78070883	78155772	FOXK2
17	78165742	78199512	WDR45L
5	40868515	40868594	SNORD72
11	62379612	62379680	SNORD25
X	153281816	153281950	SNORA70
8	99123490	99123621	SNORA72
1	154156324	154156460	SNORA42
1	172103432	172103511	SNORD74
11	62189470	62189618	SNORA57
2	86216504	86216640	SNORD94
11	62377373	62377443	SNORD31
11	62376958	62377083	SNORD22
11	62378669	62378743	SNORD28
17	55663659	55663789	SCARNA20
17	7418755	7418889	SNORA48
3	187987783	187987914	SNORA63
4	53274173	53274294	SNORA26
1	39805633	39805767	SNORA55
11	8662350	8662479	SNORA3
17	7421997	7422133	SNORA67
11	62379340	62379414	SNORD26
16	70349806	70349891	SNORD71
9	19053654	19053784	SCARNA8
11	62377711	62377780	SNORD30
11	9406896	9407077	SNORA23
11	62377952	62378016	SNORD29
11	62379060	62379131	SNORD27
